fgbg,fg,bg
A48C0732,A48C,0732
FAB87E09,FAB8,7E09
A48C7E09,A48C,7E09
B0837E09,B083,7E09
D4917E09,D491,7E09
7E09FF9F,7E09,FF9F
AB229AC2,AB22,9AC2
DC729AC2,DC72,9AC2
30359AC2,3035,9AC2
3B0F9AC2,3B0F,9AC2
FAB825C9,FAB8,25C9
A2EE25C9,A2EE,25C9
C26425C9,C264,25C9
3D5125C9,3D51,25C9
509525C9,5095,25C9
1CD022B1,1CD0,22B1
22B130A4,22B1,30A4
A3FF30A4,A3FF,30A4
22B1D657/7CAB,22B1,D657/7CAB
53ECBAE8,53EC,BAE8
53ECD657/FC68,53EC,D657/FC68
53ECD657/24EA,53EC,D657/24EA
EFC7D657/24EA,EFC7,D657/24EA
22DBD657/24EA,22DB,D657/24EA
4B5D04B2,4B5D,04B2
3EB4BCA4,3EB4,BCA4
7C3404B2,7C34,04B2
3E3104B2,3E31,04B2
8C8504B2,8C85,04B2
36380EC0,3638,0EC0
9FA90EC0,9FA9,0EC0
AB62E022,AB62,E022
E022F8B3,E022,F8B3
E02235E5,E022,35E5
23F835E5,23F8,35E5
3931CB5E,3931,CB5E
89E4CB5E,89E4,CB5E
ECEACB5E,ECEA,CB5E
CB5E7E89,CB5E,7E89
CB5E0A28,CB5E,0A28
BFD17E89,BFD1,7E89
977B7E89,977B,7E89
7E899F15,7E89,9F15
7E896BE5,7E89,6BE5
7E896901,7E89,6901
7E890A28,7E89,0A28
4B290A28,4B29,0A28
CFA00A28,CFA0,0A28
0A28889B,0A28,889B
0A286901,0A28,6901
0A28B733,0A28,B733
7C34355E,7C34,355E
A514355E,A514,355E
E47D355E,E47D,355E
769F3FA7,769F,3FA7
501C3FA7,501C,3FA7
3FA7769F,3FA7,769F
3FA706FB,3FA7,06FB
9F31769F,9F31,769F
567F769F,567F,769F
2144769F,2144,769F
501C769F,501C,769F
769F8A47,769F,8A47
769F06FB,769F,06FB
769F2144,769F,2144
769F501C,769F,501C
4EAC06FB,4EAC,06FB
501C06FB,501C,06FB
5A7378B8,5A73,78B8
5DD0A637,5DD0,A637
782EA637,782E,A637
0B79A637,0B79,A637
BC3EA637,BC3E,A637
A637A7A9,A637,A7A9
A637A598,A637,A598
A6374EFA,A637,4EFA
A637C0B0,A637,C0B0
A6377F4C,A637,7F4C
803CA7A9,803C,A7A9
B75AA598,B75A,A598
454D4EFA,454D,4EFA
C0B04EFA,C0B0,4EFA
96F64EFA,96F6,4EFA
618D4EFA,618D,4EFA
4EFA4BEC,4EFA,4BEC
A05AC0B0,A05A,C0B0
96F6C0B0,96F6,C0B0
7F4C5CDB,7F4C,5CDB
0572B79E,0572,B79E
F73BB79E,F73B,B79E
D971B79E,D971,B79E
B79E751B,B79E,751B
A223751B,A223,751B
E5DE751B,E5DE,751B
922E751B,922E,751B
751B32AA,751B,32AA
751B093A,751B,093A
10224DEB,1022,4DEB
70954DEB,7095,4DEB
245A2192,245A,2192
245A9EA4,245A,9EA4
F236CE6C,F236,CE6C
540BCE6C,540B,CE6C
1C902192,1C90,2192
CE6CC459,CE6C,C459
219269E5,2192,69E5
219259F3,2192,59F3
CE6CF3CC,CE6C,F3CC
CE6C2853,CE6C,2853
CE6C54AB,CE6C,54AB
3E32C459,3E32,C459
9050C459,9050,C459
8F82C459,8F82,C459
9D74C459,9D74,C459
2193C459,2193,C459
C205F3CC,C205,F3CC
B9C7F3CC,B9C7,F3CC
90A5F3CC,90A5,F3CC
F3CC400F,F3CC,400F
F3CC551F,F3CC,551F
F3CC14B4,F3CC,14B4
F3CC9393,F3CC,9393
F3CC1937,F3CC,1937
F3CCE1BE,F3CC,E1BE
F3CCEB0E,F3CC,EB0E
00282853,0028,2853
28536EA7,2853,6EA7
2853E699,2853,E699
28537FD7,2853,7FD7
28531519,2853,1519
285389DB,2853,89DB
2853D739,2853,D739
28538CAC,2853,8CAC
28532734,2853,2734
90A554AB,90A5,54AB
54ABF57D,54AB,F57D
54AB54FC,54AB,54FC
54AB9D8C,54AB,9D8C
54ABAA14,54AB,AA14
54ABB196,54AB,B196
54ABD51D,54AB,D51D
A640E072,A640,E072
60D65CB7,60D6,5CB7
5CB79589,5CB7,9589
5CB760D6,5CB7,60D6
E47C9589,E47C,9589
80039589,8003,9589
CB2060D6,CB20,60D6
59185FA8,5918,5FA8
60D61FE1,60D6,1FE1
76FDE25D,76FD,E25D
E25DF42D,E25D,F42D
45BAF42D,45BA,F42D
F42DE99D,F42D,E99D
03E3047F,03E3,047F
E7A8047F,E7A8,047F
AE99FCE7,AE99,FCE7
CC4B6167,CC4B,6167
74926167,7492,6167
1FEC6167,1FEC,6167
61675F83,6167,5F83
7619C6CD,7619,C6CD
C6CD11DE,C6CD,11DE
DF9B5F83,DF9B,5F83
E66A11DE,E66A,11DE
73EC11DE,73EC,11DE
AC619A7D,AC61,9A7D
22DE11DE,22DE,11DE
87C29A7D,87C2,9A7D
317111DE,3171,11DE
434D9A7D,434D,9A7D
B60311DE,B603,11DE
BB5411DE,BB54,11DE
2DECF18E,2DEC,F18E
BC5BF18E,BC5B,F18E
AD82E28D,AD82,E28D
954DE28D,954D,E28D
E28D69C7,E28D,69C7
325869C7,3258,69C7
580269C7,5802,69C7
69C7A6DB,69C7,A6DB
D20F8DA4,D20F,8DA4
591866B0,5918,66B0
2E74A9C2,2E74,A9C2
17D066B0,17D0,66B0
46B8A9C2,46B8,A9C2
66B023FE,66B0,23FE
7DFAA9C2,7DFA,A9C2
A9C22E74,A9C2,2E74
66B01C40,66B0,1C40
A9C26D5C,A9C2,6D5C
66B062D4,66B0,62D4
46B82E74,46B8,2E74
44AC23FE,44AC,23FE
7DFA2E74,7DFA,2E74
23FEC927,23FE,C927
2E740623,2E74,0623
2EEF1C40,2EEF,1C40
6FF562D4,6FF5,62D4
62D4E7B2,62D4,E7B2
FA4A8143,FA4A,8143
68488143,6848,8143
ADFD8143,ADFD,8143
766B0728,766B,0728
ACB70728,ACB7,0728
81890728,8189,0728
072835F1,0728,35F1
072849A7,0728,49A7
C32035F1,C320,35F1
AB2235F1,AB22,35F1
C3A249A7,C3A2,49A7
2EA81212,2EA8,1212
524A1212,524A,1212
10221212,1022,1212
C4041212,C404,1212
47BD1212,47BD,1212
1212FC19,1212,FC19
1022FC19,1022,FC19
FC19979D,FC19,979D
2AA78EB2,2AA7,8EB2
F0358EB2,F035,8EB2
BEB68EB2,BEB6,8EB2
61F04212,61F0,4212
40084212,4008,4212
59E9060F,59E9,060F
9044060F,9044,060F
8522060F,8522,060F
060FFB35,060F,FB35
060FE329,060F,E329
060FD960,060F,D960
060FF32D,060F,F32D
060F457F,060F,457F
060FBE44,060F,BE44
060F210B,060F,210B
01298EDD,0129,8EDD
8EDD93F3,8EDD,93F3
8EDD586D,8EDD,586D
8EDDB039,8EDD,B039
8EDD554D,8EDD,554D
8EDD0B16,8EDD,0B16
456F93F3,456F,93F3
F79593F3,F795,93F3
180593F3,1805,93F3
92E0586D,92E0,586D
3035586D,3035,586D
8F3FB039,8F3F,B039
80D8B039,80D8,B039
9276B039,9276,B039
123BB039,123B,B039
B03934F0,B039,34F0
B0396168,B039,6168
B039BCD6,B039,BCD6
B0396F07,B039,6F07
95CE554D,95CE,554D
3B26554D,3B26,554D
554D50AC,554D,50AC
554D7F86,554D,7F86
554D3DBB,554D,3DBB
14620B16,1462,0B16
EB8C0B16,EB8C,0B16
8029A796,8029,A796
BC3E77A9,BC3E,77A9
BC3EAAFF,BC3E,AAFF
BC3E83C8,BC3E,83C8
BC3EF2DA,BC3E,F2DA
4A6B23F8,4A6B,23F8
AB6223F8,AB62,23F8
E4B3123C,E4B3,123C
E4B3C043,E4B3,C043
9DF2123C,9DF2,123C
9DF2C043,9DF2,C043
F784C043,F784,C043
C043414E,C043,414E
C043BB91,C043,BB91
C043701F,C043,701F
C0434788,C043,4788
165E7787,165E,7787
BCE77787,BCE7,7787
4C9E567F,4C9E,567F
FF6E567F,FF6E,567F
B426457F,B426,457F
457F48F7,457F,48F7
AB7D48F7,AB7D,48F7
5FDFD3F1,5FDF,D3F1
FBABD3F1,FBAB,D3F1
D3F11A65,D3F1,1A65
5FDF1A65,5FDF,1A65
FBAB1A65,FBAB,1A65
9F3D3C6D,9F3D,3C6D
61093C6D,6109,3C6D
3C6D62B9,3C6D,62B9
0B5D62B9,0B5D,62B9
7F3862B9,7F38,62B9
3C77782E,3C77,782E
2D3B9F15,2D3B,9F15
1772EA9C,1772,EA9C
EA9C0762,EA9C,0762
EA9C69C9,EA9C,69C9
EA9C88C5,EA9C,88C5
EA9C8F7A,EA9C,8F7A
EA9CD657/EB9F,EA9C,D657/EB9F
CB2C0762,CB2C,0762
0762F1E3,0762,F1E3
88C569C9,88C5,69C9
0DC169C9,0DC1,69C9
69C95FF0,69C9,5FF0
0DC188C5,0DC1,88C5
1EAD8F7A,1EAD,8F7A
8F7A9F8D,8F7A,9F8D
04A04349,04A0,4349
434958E4,4349,58E4
90FCFEB1,90FC,FEB1
CE8CFEB1,CE8C,FEB1
FEB1C41C,FEB1,C41C
FEB1BF1E,FEB1,BF1E
952158E4,9521,58E4
304C58E4,304C,58E4
218358E4,2183,58E4
91FB58E4,91FB,58E4
BF1EC41C,BF1E,C41C
C41C3220,C41C,3220
8FD9BF1E,8FD9,BF1E
721DBF1E,721D,BF1E
7F4FBF1E,7F4F,BF1E
95C8BF1E,95C8,BF1E
05F58CC5,05F5,8CC5
962C8CC5,962C,8CC5
945E5E10,945E,5E10
13850D9C,1385,0D9C
F496F73B,F496,F73B
8EA8F73B,8EA8,F73B
BEB70D9C,BEB7,0D9C
8744F73B,8744,F73B
0D9C72B8,0D9C,72B8
F73B526E,F73B,526E
C47772B8,C477,72B8
2E4C526E,2E4C,526E
4CC772B8,4CC7,72B8
179B72B8,179B,72B8
526E7F33,526E,7F33
7BDFAC61,7BDF,AC61
0E1DAC61,0E1D,AC61
F6AACD58,F6AA,CD58
62C5CD58,62C5,CD58
7D816BE5,7D81,6BE5
977B6BE5,977B,6BE5
89676BE5,8967,6BE5
6BE56901,6BE5,6901
60E46901,60E4,6901
323AC1E6,323A,C1E6
D78BC1E6,D78B,C1E6
D754F32D,D754,F32D
F570F32D,F570,F32D
F32D6135,F32D,6135
30C26135,30C2,6135
9AFE6135,9AFE,6135
613528D5,6135,28D5
1E604EAC,1E60,4EAC
0AC64EAC,0AC6,4EAC
80234EAC,8023,4EAC
22E20A72,22E2,0A72
61CA8802,61CA,8802
A57ED6BD,A57E,D6BD
3A54D6BD,3A54,D6BD
D6BD3E57,D6BD,3E57
D8213E57,D821,3E57
998B3E57,998B,3E57
65B73E57,65B7,3E57
D6BDF85E/E74C-A01E,D6BD,F85E/E74C-A01E
B7542734,B754,2734
8C4A2734,8C4A,2734
05C6F1E3,05C6,F1E3
F1E3D986,F1E3,D986
7088D986,7088,D986
31117270,3111,7270
9989D986,9989,D986
B0F37270,B0F3,7270
D986596B,D986,596B
D9866AA2,D986,6AA2
251A32BB,251A,32BB
541332BB,5413,32BB
E14532BB,E145,32BB
71FAFF9F,71FA,FF9F
78CF4618,78CF,4618
3A54FF9F,3A54,FF9F
EE1CFF9F,EE1C,FF9F
0755FF9F,0755,FF9F
FF9FFE11,FF9F,FE11
71FAFE11,71FA,FE11
3A54FE11,3A54,FE11
AC42FE11,AC42,FE11
EE1CFE11,EE1C,FE11
660FFE11,660F,FE11
FBABFE11,FBAB,FE11
3CFCD754,3CFC,D754
21E38F82,21E3,8F82
8F82CEE1,8F82,CEE1
8F823E32,8F82,3E32
8F829050,8F82,9050
21E3CEE1,21E3,CEE1
CEE12A5A,CEE1,2A5A
CEE13E32,CEE1,3E32
21E33E32,21E3,3E32
3E329D74,3E32,9D74
D6A39050,D6A3,9050
9D749050,9D74,9050
3AE99050,3AE9,9050
DB799050,DB79,9050
540B9CDF,540B,9CDF
84B09CDF,84B0,9CDF
6E8A7F33,6E8A,7F33
708E7F33,708E,7F33
D6F67F33,D6F6,7F33
DA01541F,DA01,541F
5E7DEC2D,5E7D,EC2D
BD84EC2D,BD84,EC2D
3B4CEC2D,3B4C,EC2D
EC2D7811,EC2D,7811
EC2DB512,EC2D,B512
EC2DE9C1,EC2D,E9C1
EC2DC918,EC2D,C918
EC2D4135,EC2D,4135
EC2D21E1,EC2D,21E1
EC2D4A51,EC2D,4A51
EC2D7ACB,EC2D,7ACB
A0189394,A018,9394
F35D9394,F35D,9394
D78B9394,D78B,9394
2ED28023,2ED2,8023
D8C26339,D8C2,6339
96F68023,96F6,8023
B71E8023,B71E,8023
939314B4,9393,14B4
371B14B4,371B,14B4
3FD6B42C,3FD6,B42C
9F26B42C,9F26,B42C
A315F57D,A315,F57D
C285F57D,C285,F57D
0A52A57E,0A52,A57E
4253A57E,4253,A57E
5602A57E,5602,A57E
26C51B89,26C5,1B89
1B89B0E2,1B89,B0E2
7D5FB0E2,7D5F,B0E2
95504E4B,9550,4E4B
766DB0E2,766D,B0E2
5B294E4B,5B29,4E4B
B0E2141C,B0E2,141C
4E4B38B8,4E4B,38B8
B0E2D5AB,B0E2,D5AB
4E4BE150,4E4B,E150
9F827660,9F82,7660
9F82BEE8,9F82,BEE8
DCD538B8,DCD5,38B8
9E8F38B8,9E8F,38B8
90F338B8,90F3,38B8
E15038B8,E150,38B8
FC2BE150,FC2B,E150
9B4C7660,9B4C,7660
76602367,7660,2367
2BACE150,2BAC,E150
5D90BEE8,5D90,BEE8
BEE8C4EE,BEE8,C4EE
DFADD657/788E,DFAD,D657/788E
4A6B6ABE,4A6B,6ABE
4A6BE481,4A6B,E481
4A6BF9D3,4A6B,F9D3
2A5AF9D3,2A5A,F9D3
2FAEF9D3,2FAE,F9D3
A258DFF0,A258,DFF0
104CDFF0,104C,DFF0
0AA0DFF0,0AA0,DFF0
6C872A4B,6C87,2A4B
F4E32A4B,F4E3,2A4B
64EB2A4B,64EB,2A4B
81042A4B,8104,2A4B
2A4BD202,2A4B,D202
2A4B4D17,2A4B,4D17
2A4BA852,2A4B,A852
2A4B1DE5,2A4B,1DE5
09DFD202,09DF,D202
D202381F,D202,381F
DE264D17,DE26,4D17
F2D44D17,F2D4,4D17
392A4D17,392A,4D17
8915A852,8915,A852
51BDA852,51BD,A852
A8F3A852,A8F3,A852
D5EB1DE5,D5EB,1DE5
FA2D1DE5,FA2D,1DE5
87E21DE5,87E2,1DE5
F4661DE5,F466,1DE5
FBAB1DE5,FBAB,1DE5
9E6C1DE5,9E6C,1DE5
1DE553CC,1DE5,53CC
3BD954CA,3BD9,54CA
3F3B54CA,3F3B,54CA
54CA8977,54CA,8977
54CA07CA,54CA,07CA
54CA78F4,54CA,78F4
9C018744,9C01,8744
54CA5A57,54CA,5A57
874441D1,8744,41D1
526841D1,5268,41D1
2F4241D1,2F42,41D1
41D13375,41D1,3375
41D1EDFB,41D1,EDFB
41D1D577,41D1,D577
2AAB07CA,2AAB,07CA
41D19E66,41D1,9E66
41D1216C,41D1,216C
07CA12F8,07CA,12F8
41D1B7EF,41D1,B7EF
07CA3F8E,07CA,3F8E
3F3B78F4,3F3B,78F4
78F4F242,78F4,F242
75945A57,7594,5A57
5A573D0D,5A57,3D0D
5A57FC9D,5A57,FC9D
03B8E329,03B8,E329
4ED0E329,4ED0,E329
9B58C5D5,9B58,C5D5
A8701A52,A870,1A52
C5D57983,C5D5,7983
A8709AA0,A870,9AA0
83697983,8369,7983
A870F71B,A870,F71B
A870CCEE,A870,CCEE
7983C0DE,7983,C0DE
A8709D9B,A870,9D9B
A8707319,A870,7319
A8702371,A870,2371
0AC81A52,0AC8,1A52
F71B9AA0,F71B,9AA0
A4919AA0,A491,9AA0
2A7A9AA0,2A7A,9AA0
94F1CCEE,94F1,CCEE
DE3ECCEE,DE3E,CCEE
0DD6CCEE,0DD6,CCEE
08DBCCEE,08DB,CCEE
0A97CCEE,0A97,CCEE
EB129D9B,EB12,9D9B
7BFB9D9B,7BFB,9D9B
7F759D9B,7F75,9D9B
EBDE9D9B,EBDE,9D9B
710A9D9B,710A,9D9B
9D9B0DD6,9D9B,0DD6
14957319,1495,7319
75CB2371,75CB,2371
CFE72371,CFE7,2371
1EE0BE7E,1EE0,BE7E
317A3171,317A,3171
1EE047E0,1EE0,47E0
8DE33171,8DE3,3171
1EE09AC9,1EE0,9AC9
1EE03364,1EE0,3364
5EDD9AC9,5EDD,9AC9
4D94456F,4D94,456F
3B226460,3B22,6460
962C05F5,962C,05F5
05F5E09D,05F5,E09D
05F57D72,05F5,7D72
A315E09D,A315,E09D
7638E09D,7638,E09D
962C7D72,962C,7D72
188B7D72,188B,7D72
4C0DADFD,4C0D,ADFD
CFA0ADFD,CFA0,ADFD
ADFD06C0,ADFD,06C0
C09306C0,C093,06C0
E1B706C0,E1B7,06C0
F6F706C0,F6F7,06C0
834D12A4,834D,12A4
108512A4,1085,12A4
7AE112A4,7AE1,12A4
525512A4,5255,12A4
83E828D5,83E8,28D5
30C228D5,30C2,28D5
9AFE28D5,9AFE,28D5
0ADF1D01,0ADF,1D01
011D1D01,011D,1D01
1D01CC73,1D01,CC73
CC732BA0,CC73,2BA0
C35AF80E,C35A,F80E
84E9C36D,84E9,C36D
68BEC36D,68BE,C36D
7815C36D,7815,C36D
5C59C927,5C59,C927
163EC36D,163E,C36D
44ACC927,44AC,C927
F9B2979D,F9B2,979D
1022979D,1022,979D
7F4F8FD9,7F4F,8FD9
4EAF8FD9,4EAF,8FD9
FA2D53CC,FA2D,53CC
87E253CC,87E2,53CC
F46653CC,F466,53CC
FBAB53CC,FBAB,53CC
03BED6F6,03BE,D6F6
D99A45C0,D99A,45C0
45C0503B,45C0,503B
D99A503B,D99A,503B
2BA01A88,2BA0,1A88
7DD0548B,7DD0,548B
BEE2548B,BEE2,548B
AF2E1A88,AF2E,1A88
5ADD304C,5ADD,304C
55DA1795,55DA,1795
695A1795,695A,1795
1795FC53,1795,FC53
01EDFC53,01ED,FC53
638EFC53,638E,FC53
3E2B8EA8,3E2B,8EA8
84E9163E,84E9,163E
E1B3163E,E1B3,163E
A1CB163E,A1CB,163E
6BB2163E,6BB2,163E
0D0FF6F7,0D0F,F6F7
8C24F6F7,8C24,F6F7
F24FF6F7,F24F,F6F7
44DFF6F7,44DF,F6F7
3A6E3BD8,3A6E,3BD8
3A6E441C,3A6E,441C
3A6EB294,3A6E,B294
66D53BD8,66D5,3BD8
3BD85D44,3BD8,5D44
FAB8441C,FAB8,441C
BA9A441C,BA9A,441C
1AFBB294,1AFB,B294
B2946F48,B294,6F48
5B432F75,5B43,2F75
2F755F28,2F75,5F28
2F756D5C,2F75,6D5C
A3155F28,A315,5F28
B3245F28,B324,5F28
05941AE7,0594,1AE7
A65287E3,A652,87E3
E28187E3,E281,87E3
87E3A0BB,87E3,A0BB
A695A0BB,A695,A0BB
A652A0BB,A652,A0BB
BD78A0BB,BD78,A0BB
8593A0BB,8593,A0BB
A0BBE3BF,A0BB,E3BF
1919832B,1919,832B
0D8F832B,0D8F,832B
8A53832B,8A53,832B
832B8636,832B,8636
EDFB8636,EDFB,8636
5C978636,5C97,8636
9E668636,9E66,8636
3BC58636,3BC5,8636
96E78636,96E7,8636
35459D8C,3545,9D8C
9D8C4A9C,9D8C,4A9C
9D8CB612,9D8C,B612
9D8C54FC,9D8C,54FC
31354A9C,3135,4A9C
F03B4A9C,F03B,4A9C
A989EC3C,A989,EC3C
79BA4A9C,79BA,4A9C
A9074A9C,A907,4A9C
35454A9C,3545,4A9C
54FC4A9C,54FC,4A9C
90A54A9C,90A5,4A9C
02F34A9C,02F3,4A9C
4A9C99AD,4A9C,99AD
54FCB612,54FC,B612
90A5B612,90A5,B612
D4B4B612,D4B4,B612
354554FC,3545,54FC
54FC662E,54FC,662E
33E67B2F,33E6,7B2F
D2884C9E,D288,4C9E
44247B2F,4424,7B2F
2D254C9E,2D25,4C9E
58247B2F,5824,7B2F
B71E4C9E,B71E,4C9E
8F647B2F,8F64,7B2F
7B2FFF84,7B2F,FF84
33E6FF84,33E6,FF84
C4AAFF84,C4AA,FF84
E95DFF84,E95D,FF84
7F4F721D,7F4F,721D
9CBA721D,9CBA,721D
8E912F02,8E91,2F02
963D721D,963D,721D
926CB196,926C,B196
90A5B196,90A5,B196
B196AA14,B196,AA14
926CAA14,926C,AA14
90A5AA14,90A5,AA14
E3EBAA14,E3EB,AA14
5BDF6EB5,5BDF,6EB5
CBE0C373,CBE0,C373
FEA16EB5,FEA1,6EB5
96F6C373,96F6,C373
10226EB5,1022,6EB5
AB076EB5,AB07,6EB5
C373B6EE,C373,B6EE
AC0A6EB5,AC0A,6EB5
C3733DE8,C373,3DE8
9072B6EE,9072,B6EE
96F6B6EE,96F6,B6EE
07A73DE8,07A7,3DE8
6CCA3DE8,6CCA,3DE8
14E04DE7,14E0,4DE7
2B3F4DE7,2B3F,4DE7
F7E29667,F7E2,9667
95AF9667,95AF,9667
F77A9667,F77A,9667
A3620FCE,A362,0FCE
33E63F27,33E6,3F27
4337F9FC,4337,F9FC
8D130FCE,8D13,0FCE
BF80F9FC,BF80,F9FC
948C0FCE,948C,0FCE
566CF9FC,566C,F9FC
618D3F27,618D,3F27
392A3F27,392A,3F27
F9FC3E95,F9FC,3E95
F9FCFD4D,F9FC,FD4D
F9FC5770,F9FC,5770
3CD83E95,3CD8,3E95
C3563E95,C356,3E95
CBB93E95,CBB9,3E95
CCC85770,CCC8,5770
8AAD5770,8AAD,5770
2A025770,2A02,5770
F47B5770,F47B,5770
B2625770,B262,5770
33FE5770,33FE,5770
85355770,8535,5770
5770CCC8,5770,CCC8
57707BD6,5770,7BD6
57709419,5770,9419
5770B397,5770,B397
21784234,2178,4234
BD6F4234,BD6F,4234
2B494234,2B49,4234
EBC87B1E,EBC8,7B1E
D6E27B1E,D6E2,7B1E
F94502DB,F945,02DB
02DB94B6,02DB,94B6
02DB76AC,02DB,76AC
02DBB623,02DB,B623
02DB8D4C,02DB,8D4C
DDA694B6,DDA6,94B6
94B694B1,94B6,94B1
94B61F5E,94B6,1F5E
D8A876AC,D8A8,76AC
0A7376AC,0A73,76AC
76AC75F2,76AC,75F2
76AC45CB,76AC,45CB
E235B623,E235,B623
4699B623,4699,B623
B62369DE,B623,69DE
AA3B8D4C,AA3B,8D4C
8D4CAB50,8D4C,AB50
FF143AB4,FF14,3AB4
DD313AB4,DD31,3AB4
FACD9FF4,FACD,9FF4
3AB4677B,3AB4,677B
3AB47D82,3AB4,7D82
9FF4AE1C,9FF4,AE1C
3AB405DB,3AB4,05DB
35E3FDBD,35E3,FDBD
B2BE677B,B2BE,677B
AB8B677B,AB8B,677B
484AFDBD,484A,FDBD
C4A3677B,C4A3,677B
2AABAE1C,2AAB,AE1C
600D677B,600D,677B
FDBD75F9,FDBD,75F9
10B4AE1C,10B4,AE1C
FF2EAE1C,FF2E,AE1C
FDBD8712,FDBD,8712
C55AAE1C,C55A,AE1C
D2C97D82,D2C9,7D82
4135AE1C,4135,AE1C
85C27D82,85C2,7D82
328EAE1C,328E,AE1C
B4C4AE1C,B4C4,AE1C
8F14AE1C,8F14,AE1C
637305DB,6373,05DB
AE1CADCE,AE1C,ADCE
B16205DB,B162,05DB
5A7375F9,5A73,75F9
513A75F9,513A,75F9
CC387E5C,CC38,7E5C
857F7E5C,857F,7E5C
9BDB7E5C,9BDB,7E5C
3BC15E02,3BC1,5E02
5E021927,5E02,1927
5E02429F,5E02,429F
5E02A546,5E02,A546
5E02F41D,5E02,F41D
5E027354,5E02,7354
5E02170C,5E02,170C
5E02E1DE,5E02,E1DE
192799F9,1927,99F9
19271969,1927,1969
5E02D657/7C74,5E02,D657/7C74
6830429F,6830,429F
9E87429F,9E87,429F
57D6429F,57D6,429F
A53CA546,A53C,A546
EC1DA546,EC1D,A546
A9CFF41D,A9CF,F41D
F41D3904,F41D,3904
F41D09DE,F41D,09DE
3A547354,3A54,7354
735409DE,7354,09DE
B2BE170C,B2BE,170C
170C1BDB,170C,1BDB
AEA1E1DE,AEA1,E1DE
9FDF1E55,9FDF,1E55
64D11E55,64D1,1E55
2C428193,2C42,8193
EE618677,EE61,8677
3EE38677,3EE3,8677
3290994D,3290,994D
994DCEA5,994D,CEA5
2473CEA5,2473,CEA5
CC92CEA5,CC92,CEA5
CEA51B12,CEA5,1B12
28D202F3,28D2,02F3
647E02F3,647E,02F3
02F3552C,02F3,552C
02F3D26A,02F3,D26A
02F3C3E0,02F3,C3E0
F068552C,F068,552C
552CDCDC,552C,DCDC
BEE29066,BEE2,9066
3545D26A,3545,D26A
E8399066,E839,9066
098E9066,098E,9066
A053C3E0,A053,C3E0
52AF662E,52AF,662E
986FD657/C051,986F,D657/C051
662ED657/C051,662E,D657/C051
A9894E20,A989,4E20
57D02BAC,57D0,2BAC
F2208D13,F220,8D13
44D32BAC,44D3,2BAC
2D258D13,2D25,8D13
92364E20,9236,4E20
69724E20,6972,4E20
638EB496,638E,B496
01EDB496,01ED,B496
62B7B496,62B7,B496
B496370F,B496,370F
1022F458,1022,F458
719DF458,719D,F458
34C203BE,34C2,03BE
0B9D94F1,0B9D,94F1
5EC503BE,5EC5,03BE
929B94F1,929B,94F1
8A4F94F1,8A4F,94F1
3846D821,3846,D821
0E25D821,0E25,D821
2D25D821,2D25,D821
B0B4510C,B0B4,510C
C85D510C,C85D,510C
FC2B510C,FC2B,510C
510CA049,510C,A049
FC2BA049,FC2B,A049
BFECA049,BFEC,A049
A049FA93,A049,FA93
A0499AAB,A049,9AAB
A049B4AC,A049,B4AC
3699EDFB,3699,EDFB
3BC5EDFB,3BC5,EDFB
B3847F4F,B384,7F4F
74827F4F,7482,7F4F
7F4F95C8,7F4F,95C8
21D895C8,21D8,95C8
FDCF95C8,FDCF,95C8
987FDCD5,987F,DCD5
1495DCD5,1495,DCD5
CC922473,CC92,2473
C6DC2473,C6DC,2473
24731B12,2473,1B12
24736434,2473,6434
1B12C9A4,1B12,C9A4
1B12B647,1B12,B647
1B12606E,1B12,606E
1B127A8E,1B12,7A8E
1B127C0A,1B12,7C0A
388D6434,388D,6434
64345EE7,6434,5EE7
6434FCB0,6434,FCB0
643441D2,6434,41D2
558F1012,558F,1012
91FB1012,91FB,1012
38A05EDD,38A0,5EDD
580D9256,580D,9256
FDA39256,FDA3,9256
8CF79256,8CF7,9256
9256161A,9256,161A
165414A3,1654,14A3
92569348,9256,9348
65F914A3,65F9,14A3
9256373A,9256,373A
45B314A3,45B3,14A3
92562A3E,9256,2A3E
9256226E,9256,226E
9256D8CA,9256,D8CA
EA71161A,EA71,161A
DA43161A,DA43,161A
161A2B10,161A,2B10
161AEA39,161A,EA39
9256D657/1CA0,9256,D657/1CA0
08369348,0836,9348
5E649348,5E64,9348
EE619348,EE61,9348
B024373A,B024,373A
BE1D373A,BE1D,373A
373A6CEE,373A,6CEE
EA9E2A3E,EA9E,2A3E
38952A3E,3895,2A3E
5A78226E,5A78,226E
5403226E,5403,226E
226E0326,226E,0326
226E17B9,226E,17B9
226E107D,226E,107D
226E0960,226E,0960
6EBAD8CA,6EBA,D8CA
5C04D8CA,5C04,D8CA
D8CA0BC9,D8CA,0BC9
D8CA7ABF,D8CA,7ABF
D8CA08B3,D8CA,08B3
D8CA4D5A,D8CA,4D5A
73FC916F,73FC,916F
73FC1F03,73FC,1F03
73FC1EBE,73FC,1EBE
73FC5173,73FC,5173
73FC5B11,73FC,5B11
B9C5916F,B9C5,916F
C8291EBE,C829,1EBE
64861EBE,6486,1EBE
71C65173,71C6,5173
F0245173,F024,5173
79B95173,79B9,5173
970C5B11,970C,5B11
46B85B11,46B8,5B11
A0295B11,A029,5B11
5B11B4BE,5B11,B4BE
6DDEB901,6DDE,B901
32856C4F,3285,6C4F
3285EFB2,3285,EFB2
32852345,3285,2345
