fgbg,fg,bg
42E31B88,42E3,1B88
C3D1083B,C3D1,083B
3F3D1B88,3F3D,1B88
10EB083B,10EB,083B
F2E81B88,F2E8,1B88
44C6B669,44C6,B669
253DB669,253D,B669
8522B669,8522,B669
B66987CD,B669,87CD
B6698578,B669,8578
B66920E3,B669,20E3
B66979CB,B669,79CB
B66996C5,B669,96C5
B66931C0,B669,31C0
24E287CD,24E2,87CD
8F3F87CD,8F3F,87CD
6AB48578,6AB4,8578
8578F4C0,8578,F4C0
146B20E3,146B,20E3
C04820E3,C048,20E3
593279CB,5932,79CB
283579CB,2835,79CB
79CB5CB1,79CB,5CB1
02B796C5,02B7,96C5
E79D96C5,E79D,96C5
96C5AEC6,96C5,AEC6
96C51511,96C5,1511
3EEC31C0,3EEC,31C0
3BC431C0,3BC4,31C0
31C02EB2,31C0,2EB2
80909941,8090,9941
31B0668F,31B0,668F
80903CEE,8090,3CEE
4C5B668F,4C5B,668F
80904BB1,8090,4BB1
A44A3CEE,A44A,3CEE
3CEE790F,3CEE,790F
B4F60E47,B4F6,0E47
14950E47,1495,0E47
E3574BB1,E357,4BB1
9B2B4BB1,9B2B,4BB1
36684BB1,3668,4BB1
CEAE4BB1,CEAE,4BB1
816C4BB1,816C,4BB1
B2244BB1,B224,4BB1
A6494BB1,A649,4BB1
4BB1E336,4BB1,E336
71F43F78,71F4,3F78
9113D7A9,9113,D7A9
C21E8F67,C21E,8F67
10EB3F78,10EB,3F78
9600D7A9,9600,D7A9
089F8F67,089F,8F67
F449D7A9,F449,D7A9
B2408F67,B240,8F67
CEAED7A9,CEAE,D7A9
0F428F67,0F42,8F67
D7A9A1C1,D7A9,A1C1
D7A9BE41,D7A9,BE41
D7A98AAC,D7A9,8AAC
D7A944B1,D7A9,44B1
D7A9E336,D7A9,E336
D7A9505C,D7A9,505C
D7A9946D,D7A9,946D
434D4564,434D,4564
D7A9196E,D7A9,196E
027A4564,027A,4564
31DFA1C1,31DF,A1C1
29F54564,29F5,4564
1F1A4564,1F1A,4564
A1C170A2,A1C1,70A2
5C434564,5C43,4564
A1C1C344,A1C1,C344
E0CB4564,E0CB,4564
FFB6BE41,FFB6,BE41
EE814564,EE81,4564
BE4183A5,BE41,83A5
F62B8AAC,F62B,8AAC
C84C8AAC,C84C,8AAC
3A548AAC,3A54,8AAC
A1758AAC,A175,8AAC
8AAC83A5,8AAC,83A5
8AAC2DC6,8AAC,2DC6
8AAC2667,8AAC,2667
41B544B1,41B5,44B1
E6E444B1,E6E4,44B1
D48E44B1,D48E,44B1
A17544B1,A175,44B1
CEAE44B1,CEAE,44B1
816C44B1,816C,44B1
F52844B1,F528,44B1
C63844B1,C638,44B1
389444B1,3894,44B1
5602E336,5602,E336
22F7E336,22F7,E336
D2C7E336,D2C7,E336
B224E336,B224,E336
1958E336,1958,E336
7F55E336,7F55,E336
CFA0E336,CFA0,E336
CF08505C,CF08,505C
505C67A6,505C,67A6
3733946D,3733,946D
389B946D,389B,946D
D0DD196E,D0DD,196E
7547196E,7547,196E
2807196E,2807,196E
19B2196E,19B2,196E
3B26196E,3B26,196E
B450196E,B450,196E
9DC2196E,9DC2,196E
A6DA196E,A6DA,196E
9E3E196E,9E3E,196E
196EB02B,196E,B02B
196E9DC2,196E,9DC2
196E86E2,196E,86E2
693EEF0C,693E,EF0C
32F5EF0C,32F5,EF0C
92ABEF0C,92AB,EF0C
01736909,0173,6909
D4B43CFA,D4B4,3CFA
EF0CE5E5,EF0C,E5E5
60113CFA,6011,3CFA
EF0CC8DC,EF0C,C8DC
EF0C1EB6,EF0C,1EB6
EF0C77A1,EF0C,77A1
C70CE5E5,C70C,E5E5
AF74E5E5,AF74,E5E5
52D1C8DC,52D1,C8DC
F0E1C8DC,F0E1,C8DC
9D0FC8DC,9D0F,C8DC
C8DC60B5,C8DC,60B5
E4521EB6,E452,1EB6
38941EB6,3894,1EB6
1EB6C194,1EB6,C194
846377A1,8463,77A1
14C077A1,14C0,77A1
3CDF77A1,3CDF,77A1
F52877A1,F528,77A1
E0C96A05,E0C9,6A05
7B12C479,7B12,C479
BED76A05,BED7,6A05
F528C479,F528,C479
0E606A05,0E60,6A05
D4A1C479,D4A1,C479
81F8C800,81F8,C800
17C3C800,17C3,C800
4F2DDA16,4F2D,DA16
4F2D871D,4F2D,871D
4F2D6659,4F2D,6659
DA16D012,DA16,D012
871D6659,871D,6659
B3486659,B348,6659
6659668D,6659,668D
96E19440,96E1,9440
F5289440,F528,9440
51F6D422,51F6,D422
5D2AD422,5D2A,D422
DF0BD422,DF0B,D422
9DB2C6D2,9DB2,C6D2
D15EC6D2,D15E,C6D2
8A3EC6D2,8A3E,C6D2
C6D25308,C6D2,5308
C6D224C3,C6D2,24C3
C6D2EE48,C6D2,EE48
C6D2205C,C6D2,205C
C6D264F0,C6D2,64F0
C6D2EDE7,C6D2,EDE7
9547CEC0,9547,CEC0
C6D25D62,C6D2,5D62
2BDDCEC0,2BDD,CEC0
194DCEC0,194D,CEC0
0B9E5308,0B9E,5308
59B324C3,59B3,24C3
00E624C3,00E6,24C3
24C3C35E,24C3,C35E
D5D8EE48,D5D8,EE48
AAC4EE48,AAC4,EE48
BC26EE48,BC26,EE48
4AB5205C,4AB5,205C
9344205C,9344,205C
84DE205C,84DE,205C
205C995E,205C,995E
205C2D1D,205C,2D1D
205C5CB1,205C,5CB1
205C237B,205C,237B
9ED664F0,9ED6,64F0
4C8F64F0,4C8F,64F0
365FEDE7,365F,EDE7
97C0EDE7,97C0,EDE7
FA23EDE7,FA23,EDE7
EDE70E2D,EDE7,0E2D
EDE740DC,EDE7,40DC
EDE7CF68,EDE7,CF68
EDE7E08B,EDE7,E08B
EDE7B3D8,EDE7,B3D8
EDE7B91B,EDE7,B91B
D9AA5D62,D9AA,5D62
8A965D62,8A96,5D62
C5EE5D62,C5EE,5D62
5D6202AE,5D62,02AE
BC19AA77,BC19,AA77
38ED478D,38ED,478D
AA77804C/1F83,AA77,804C/1F83
38ED80C0,38ED,80C0
38ED60AA,38ED,60AA
38EDE29C,38ED,E29C
38EDDF31,38ED,DF31
38EDF248,38ED,F248
38ED84C5,38ED,84C5
0DD980C0,0DD9,80C0
BDC280C0,BDC2,80C0
60AA6F0A,60AA,6F0A
E29CD334,E29C,D334
E29CCEF8,E29C,CEF8
B555DF31,B555,DF31
F24884C5,F248,84C5
734584C5,7345,84C5
4A138F09,4A13,8F09
4A1399CB,4A13,99CB
4A139B06,4A13,9B06
333F8F09,333F,8F09
05E599CB,05E5,99CB
25C899CB,25C8,99CB
CC929B06,CC92,9B06
B4449B06,B444,9B06
C3649B06,C364,9B06
6604DAE3,6604,DAE3
2A398C79,2A39,8C79
DAE30EDB,DAE3,0EDB
DAE377C8,DAE3,77C8
8C797790,8C79,7790
DAE3C1E7,DAE3,C1E7
DAE3741E,DAE3,741E
8C79208A,8C79,208A
DAE38C2B,DAE3,8C2B
8C791B17,8C79,1B17
04A97790,04A9,7790
DAE31E06,DAE3,1E06
DAE3F7A1,DAE3,F7A1
7790E0E5,7790,E0E5
DAE396E7,DAE3,96E7
DAE3CB62,DAE3,CB62
71FA0EDB,71FA,0EDB
3A540EDB,3A54,0EDB
930077C8,9300,77C8
8DEC208A,8DEC,208A
77C8AA36,77C8,AA36
63E7208A,63E7,208A
208A38EB,208A,38EB
C1E71EF7,C1E7,1EF7
18551B17,1855,1B17
0E90741E,0E90,741E
6C5F1B17,6C5F,1B17
741E8C2B,741E,8C2B
1B17E0E5,1B17,E0E5
1B17E860,1B17,E860
1B173DCD,1B17,3DCD
1B175448,1B17,5448
0E908C2B,0E90,8C2B
8C2B15FF,8C2B,15FF
C6F41E06,C6F4,1E06
96E71E06,96E7,1E06
1E06C6F4,1E06,C6F4
1E06CE88,1E06,CE88
BC9FF7A1,BC9F,F7A1
51D1F7A1,51D1,F7A1
2D25F7A1,2D25,F7A1
F7A1CE88,F7A1,CE88
F7A1BDDE,F7A1,BDDE
F7A1517D,F7A1,517D
F7A1945A,F7A1,945A
A36696E7,A366,96E7
9F6196E7,9F61,96E7
4CD296E7,4CD2,96E7
E84D96E7,E84D,96E7
96E72C3E,96E7,2C3E
96E7E8F9,96E7,E8F9
96E7D5F8,96E7,D5F8
96E7400E,96E7,400E
96E73BF0,96E7,3BF0
96E79DAB,96E7,9DAB
96E702EF,96E7,02EF
C6F4CB62,C6F4,CB62
5EC6CB62,5EC6,CB62
51D1CB62,51D1,CB62
676DCB62,676D,CB62
CB62914D,CB62,914D
CB627293,CB62,7293
CB62E0D3,CB62,E0D3
CB628A58,CB62,8A58
CB625A85,CB62,5A85
CB62B072,CB62,B072
CB62C6F4,CB62,C6F4
0C9E6CB4,0C9E,6CB4
16B66CB4,16B6,6CB4
6CB46CC1,6CB4,6CC1
0C9E6CC1,0C9E,6CC1
D3916CC1,D391,6CC1
16B66CC1,16B6,6CC1
3C77CF7A,3C77,CF7A
CF7ABBA4,CF7A,BBA4
CF7A3EE0,CF7A,3EE0
CF7AF38B,CF7A,F38B
CF7A7607,CF7A,7607
CF7AE2E8,CF7A,E2E8
CF7A558C,CF7A,558C
CF7A3B15,CF7A,3B15
0B55BBA4,0B55,BBA4
BBA4CBBA,BBA4,CBBA
BBA43EE0,BBA4,3EE0
C15B3EE0,C15B,3EE0
3EE01D3D,3EE0,1D3D
1DBFF38B,1DBF,F38B
66B8F38B,66B8,F38B
F38BDFAF,F38B,DFAF
F38BE2E7,F38B,E2E7
F38B9FF4,F38B,9FF4
F38B2664,F38B,2664
364B7607,364B,7607
3BC57607,3BC5,7607
7607530D,7607,530D
7607B769,7607,B769
7607539E,7607,539E
76077FDE,7607,7FDE
76073EC4,7607,3EC4
7607E9DA,7607,E9DA
221FE2E8,221F,E2E8
5498E2E8,5498,E2E8
E2E8850D,E2E8,850D
E2E82C68,E2E8,2C68
E2E8CCD8,E2E8,CCD8
47BF558C,47BF,558C
39B9558C,39B9,558C
558C1F48,558C,1F48
EBB83B15,EBB8,3B15
E8C33B15,E8C3,3B15
3B151924,3B15,1924
3B1563D9,3B15,63D9
39929421,3992,9421
23239421,2323,9421
5DAB2625,5DAB,2625
412B71B4,412B,71B4
B9C52625,B9C5,2625
66B171B4,66B1,71B4
DBE371B4,DBE3,71B4
9457921D,9457,921D
A0FA921D,A0FA,921D
37FA921D,37FA,921D
921D6249,921D,6249
921D3894,921D,3894
8D186249,8D18,6249
741A6249,741A,6249
977B6249,977B,6249
A3663894,A366,3894
308F3894,308F,3894
6BB23894,6BB2,3894
2BAA3894,2BAA,3894
54133894,5413,3894
38946DE6,3894,6DE6
3894D423,3894,D423
38949A67,3894,9A67
38940BE6,3894,0BE6
38946593,3894,6593
38940F29,3894,0F29
38948A1B,3894,8A1B
389488B4,3894,88B4
3894DE1A,3894,DE1A
867B5700,867B,5700
5B1A5700,5B1A,5700
57008CB6,5700,8CB6
57002AC2,5700,2AC2
35624BFE,3562,4BFE
93DA4BFE,93DA,4BFE
4BFE2AD4,4BFE,2AD4
5E798CB6,5E79,8CB6
7C347F87,7C34,7F87
EE387F87,EE38,7F87
35622AD4,3562,2AD4
7C2B2AD4,7C2B,2AD4
2AD44B1B,2AD4,4B1B
2AD4E9A1,2AD4,E9A1
2AD4FD62,2AD4,FD62
2AD4C7E7,2AD4,C7E7
2AD4CF6E,2AD4,CF6E
2AD4B735,2AD4,B735
5354CA44,5354,CA44
918D942E,918D,942E
2264CA44,2264,CA44
1462942E,1462,942E
CA44D7BD,CA44,D7BD
8CE929B3,8CE9,29B3
0FA1D7BD,0FA1,D7BD
814FD7BD,814F,D7BD
BD02D7BD,BD02,D7BD
5354D7BD,5354,D7BD
33E6F25E,33E6,F25E
124CF25E,124C,F25E
4EA5F25E,4EA5,F25E
F25EBC16,F25E,BC16
F25E7C46,F25E,7C46
F25E33E6,F25E,33E6
AA00CDAA,AA00,CDAA
CDAA4ABE,CDAA,4ABE
E02EDB63,E02E,DB63
CDAA07B9,CDAA,07B9
C530DB63,C530,DB63
FC2A7C46,FC2A,7C46
CDAA6C49,CDAA,6C49
56687C46,5668,7C46
CDAA34EA,CDAA,34EA
6FD47C46,6FD4,7C46
A7704ABE,A770,4ABE
5A7333E6,5A73,33E6
352D6C49,352D,6C49
3FF533E6,3FF5,33E6
6C49ADF2,6C49,ADF2
D02233E6,D022,33E6
6C498FDC,6C49,8FDC
E91233E6,E912,33E6
6C499FB4,6C49,9FB4
33E6871E,33E6,871E
6C496430,6C49,6430
33E6E083,33E6,E083
614634EA,6146,34EA
33E6731B,33E6,731B
8C7334EA,8C73,34EA
47AF34EA,47AF,34EA
33E6B633,33E6,B633
342134EA,3421,34EA
33E69DFE,33E6,9DFE
77C634EA,77C6,34EA
B5FB34EA,B5FB,34EA
33E6C63A,33E6,C63A
57C834EA,57C8,34EA
33E66276,33E6,6276
F31F34EA,F31F,34EA
33E6EF1E,33E6,EF1E
0DD034EA,0DD0,34EA
844734EA,8447,34EA
45D20D0C,45D2,0D0C
844CDE3F,844C,DE3F
D30309B8,D303,09B8
FA8CDE3F,FA8C,DE3F
911909B8,9119,09B8
0D0CECE9,0D0C,ECE9
E688DE3F,E688,DE3F
DE3FBC22,DE3F,BC22
DE3FD9AB,DE3F,D9AB
68A0ECE9,68A0,ECE9
4F0FECE9,4F0F,ECE9
6C31ECE9,6C31,ECE9
2138BC22,2138,BC22
9276BC22,9276,BC22
6295ECE9,6295,ECE9
921AECE9,921A,ECE9
B4C49F70,B4C4,9F70
F87ABC22,F87A,BC22
090ED9AB,090E,D9AB
2B099F70,2B09,9F70
CA319F70,CA31,9F70
EC36D9AB,EC36,D9AB
9F70A8C4,9F70,A8C4
B4C4A8C4,B4C4,A8C4
CA31A8C4,CA31,A8C4
293DE2DE,293D,E2DE
DF90E2DE,DF90,E2DE
1FDAE2DE,1FDA,E2DE
E2DE36F3,E2DE,36F3
8E1836F3,8E18,36F3
102236F3,1022,36F3
BB4836F3,BB48,36F3
DCCCE4AB,DCCC,E4AB
308CE4AB,308C,E4AB
04C88796,04C8,8796
3762BB6B,3762,BB6B
FFFE8796,FFFE,8796
9550BB6B,9550,BB6B
96D18796,96D1,8796
BB6B4ED7,BB6B,4ED7
39688796,3968,8796
87963E02,8796,3E02
BB6BA221,BB6B,A221
8796C15E,8796,C15E
879608B5,8796,08B5
8796AA43,8796,AA43
470F4ED7,470F,4ED7
4ED769DC,4ED7,69DC
BA983E02,BA98,3E02
4ED7C9F5,4ED7,C9F5
9E683E02,9E68,3E02
F111C15E,F111,C15E
C942C15E,C942,C15E
C15EB6CA,C15E,B6CA
E08408B5,E084,08B5
77AC08B5,77AC,08B5
6CAFAA43,6CAF,AA43
1D44EC04,1D44,EC04
8CC6AA43,8CC6,AA43
02D3EC04,02D3,EC04
AA43FCDC,AA43,FCDC
EC048D9B,EC04,8D9B
EC0429F1,EC04,29F1
EC04B580,EC04,B580
EC04B577,EC04,B577
92508D9B,9250,8D9B
7D168D9B,7D16,8D9B
9E3B8D9B,9E3B,8D9B
F4BA8D9B,F4BA,8D9B
76C08D9B,76C0,8D9B
040C8D9B,040C,8D9B
4D3B29F1,4D3B,29F1
B58029F1,B580,29F1
1CED29F1,1CED,29F1
502829F1,5028,29F1
870E29F1,870E,29F1
E68729F1,E687,29F1
D21F29F1,D21F,29F1
CF3EB577,CF3E,B577
3BBAB577,3BBA,B577
D21FB577,D21F,B577
5CFAB577,5CFA,B577
1D44B577,1D44,B577
02D3B577,02D3,B577
B577AE02,B577,AE02
B577314C,B577,314C
B1616335,B161,6335
6335DA1F,6335,DA1F
6335E3B8,6335,E3B8
6335C360,6335,C360
63356E80,6335,6E80
6335072D,6335,072D
63350AB0,6335,0AB0
63358B33,6335,8B33
63352CBA,6335,2CBA
633540F8,6335,40F8
CAB9DA1F,CAB9,DA1F
DA1FE773,DA1F,E773
AD23E3B8,AD23,E3B8
762CE3B8,762C,E3B8
E3B86185,E3B8,6185
F387C360,F387,C360
F841C360,F841,C360
C3607455,C360,7455
C3608465,C360,8465
C49D6E80,C49D,6E80
5BDF6E80,5BDF,6E80
6E80EE29,6E80,EE29
5C15072D,5C15,072D
A47C072D,A47C,072D
072DF20F,072D,F20F
9EC90AB0,9EC9,0AB0
97240AB0,9724,0AB0
E084D97F,E084,D97F
356F8B33,356F,8B33
E084B73F,E084,B73F
F797C530,F797,C530
E08463D6,E084,63D6
FBEAC530,FBEA,C530
184F8B33,184F,8B33
8B33BF59,8B33,BF59
E0847737,E084,7737
4ECF2CBA,4ECF,2CBA
E08498CD,E084,98CD
E084E706,E084,E706
58482CBA,5848,2CBA
E084DD0C,E084,DD0C
2CBA9493,2CBA,9493
2CBA29E7,2CBA,29E7
E29BD97F,E29B,D97F
E802D97F,E802,D97F
A4B840F8,A4B8,40F8
F8FD40F8,F8FD,40F8
E706D97F,E706,D97F
4619D97F,4619,D97F
40F88A28,40F8,8A28
40F8CCA4,40F8,CCA4
CB53B73F,CB53,B73F
40F8FE47,40F8,FE47
8B77B73F,8B77,B73F
85A9B73F,85A9,B73F
602163D6,6021,63D6
40F81B4A,40F8,1B4A
40F8010A,40F8,010A
6DBE63D6,6DBE,63D6
40F80DA8,40F8,0DA8
0BEC63D6,0BEC,63D6
40F81439,40F8,1439
77377CE1,7737,7CE1
389198CD,3891,98CD
F43498CD,F434,98CD
DD0C98CD,DD0C,98CD
A21EE706,A21E,E706
A3B6DD0C,A3B6,DD0C
3FF0DD0C,3FF0,DD0C
1009DD0C,1009,DD0C
DD0CE29B,DD0C,E29B
ADFB7F8E,ADFB,7F8E
0C142F23,0C14,2F23
2F9C7F8E,2F9C,7F8E
3BC42F23,3BC4,2F23
2F236AE2,2F23,6AE2
2F23A10F,2F23,A10F
2FC46AE2,2FC4,6AE2
434D9DAB,434D,9DAB
0A719DAB,0A71,9DAB
10C9A10F,10C9,A10F
AB229DAB,AB22,9DAB
662BA10F,662B,A10F
1B979DAB,1B97,9DAB
8D6D2533,8D6D,2533
67E62533,67E6,2533
37FA2533,37FA,2533
25332372,2533,2372
0E2DB675,0E2D,B675
25334679,2533,4679
D15E8A3E,D15E,8A3E
CEAE1A0D,CEAE,1A0D
CEAECF08,CEAE,CF08
CEAEF56A,CEAE,F56A
78858A3E,7885,8A3E
751426DA,7514,26DA
26DA3A30,26DA,3A30
8A3E065E,8A3E,065E
26DA2D79,26DA,2D79
8A3EA512,8A3E,A512
37FA3A30,37FA,3A30
8A3ED6C2,8A3E,D6C2
C5D73A30,C5D7,3A30
8A3ED5D8,8A3E,D5D8
3A307A5F,3A30,7A5F
8A3E97C0,8A3E,97C0
3A30BE04,3A30,BE04
8A3E0915,8A3E,0915
3A305FC0,3A30,5FC0
8A3E6E93,8A3E,6E93
8A3EC5EE,8A3E,C5EE
3A30E967,3A30,E967
3A300F48,3A30,0F48
82922D79,8292,2D79
1DFD2D79,1DFD,2D79
75142D79,7514,2D79
71031A0D,7103,1A0D
2D79B8E0,2D79,B8E0
96DF1A0D,96DF,1A0D
4F331A0D,4F33,1A0D
1A0D5957,1A0D,5957
1A0D2F87,1A0D,2F87
CF081602,CF08,1602
3B38F56A,3B38,F56A
7D46F56A,7D46,F56A
C6D9F56A,C6D9,F56A
F56A83A5,F56A,83A5
F56A7992,F56A,7992
F56A09CF,F56A,09CF
F56A05AE,F56A,05AE
F56AD3C4,F56A,D3C4
F56A7F86,F56A,7F86
F56AF87E,F56A,F87E
BACB67A6,BACB,67A6
4FA188B4,4FA1,88B4
8F3F24E2,8F3F,24E2
5F0288B4,5F02,88B4
160267A6,1602,67A6
8F3F0D35,8F3F,0D35
8F3FD119,8F3F,D119
C7D388B4,C7D3,88B4
8F3F616C,8F3F,616C
88B49967,88B4,9967
8F3FF167,8F3F,F167
88B4D0DF,88B4,D0DF
8F3F57EC,8F3F,57EC
8F3F6979,8F3F,6979
71FD9967,71FD,9967
8F3FCD2C,8F3F,CD2C
F57C9967,F57C,9967
8F3F07BF,8F3F,07BF
73D79967,73D7,9967
17C29967,17C2,9967
2DB49967,2DB4,9967
9F3B9967,9F3B,9967
116D9967,116D,9967
267924E2,2679,24E2
AA029967,AA02,9967
288E9967,288E,9967
24E27D68,24E2,7D68
99673603,9967,3603
24E2616C,24E2,616C
171F0D35,171F,0D35
9967DB25,9967,DB25
7A130D35,7A13,0D35
9967DD8A,9967,DD8A
73300D35,7330,0D35
9967B375,9967,B375
A6820D35,A682,0D35
99674C25,9967,4C25
9967A2B8,9967,A2B8
24E5D119,24E5,D119
D1190698,D119,0698
9409D0DF,9409,D0DF
9552D0DF,9552,D0DF
6808616C,6808,616C
5EFED0DF,5EFE,D0DF
616C827D,616C,827D
616C2C90,616C,2C90
616C0698,616C,0698
616C14F1,616C,14F1
D686F167,D686,F167
F16739FA,F167,39FA
57EC683E,57EC,683E
0E906979,0E90,6979
6979EE9C,6979,EE9C
8215CD2C,8215,CD2C
07F8CD2C,07F8,CD2C
7330CD2C,7330,CD2C
0BC6CD2C,0BC6,CD2C
0E90CD2C,0E90,CD2C
B76707BF,B767,07BF
07BFEB0A,07BF,EB0A
07BFDD6F,07BF,DD6F
E4FFB88A,E4FF,B88A
B88A7D8F,B88A,7D8F
045ED012,045E,D012
B88A922C,B88A,922C
37FAD012,37FA,D012
B88A0FE8,B88A,0FE8
B88A6FCE,B88A,6FCE
41C57D8F,41C5,7D8F
C3BC7D8F,C3BC,7D8F
FE1D7D8F,FE1D,7D8F
24317D8F,2431,7D8F
A74D7D8F,A74D,7D8F
57C87D8F,57C8,7D8F
4E127D8F,4E12,7D8F
66E47D8F,66E4,7D8F
CDBE7D8F,CDBE,7D8F
B0527D8F,B052,7D8F
CC5CB224,CC5C,B224
8AB6E5CA,8AB6,E5CA
BA369D73,BA36,9D73
B6C59D73,B6C5,9D73
2CD2E5CA,2CD2,E5CA
B224494C,B224,494C
E5CA4339,E5CA,4339
36F64339,36F6,4339
2C47494C,2C47,494C
494CF94C,494C,F94C
56773203,5677,3203
54E997C0,54E9,97C0
E8C33203,E8C3,3203
445897C0,4458,97C0
0E623203,0E62,3203
FA2397C0,FA23,97C0
9209C8AB,9209,C8AB
FCCBC8AB,FCCB,C8AB
0FB6C8AB,0FB6,C8AB
C8ABA6D2,C8AB,A6D2
13C1A6D2,13C1,A6D2
4007A6D2,4007,A6D2
FCCBA6D2,FCCB,A6D2
A6D247B6,A6D2,47B6
B348F789,B348,F789
16E7F789,16E7,F789
6694F11F,6694,F11F
7746F11F,7746,F11F
56C4F11F,56C4,F11F
65D6C484,65D6,C484
0D6AC484,0D6A,C484
ED3002EF,ED30,02EF
BEED02EF,BEED,02EF
7CD202EF,7CD2,02EF
02EFBEED,02EF,BEED
434DBEED,434D,BEED
7310BEED,7310,BEED
54B9BEED,54B9,BEED
BEED22BB,BEED,22BB
BEED4D7C,BEED,4D7C
459A9E68,459A,9E68
B153421B,B153,421B
80149E68,8014,9E68
EE81421B,EE81,421B
D6DB9E68,D6DB,9E68
9E6877EA,9E68,77EA
9E68AD70,9E68,AD70
9E68E12F,9E68,E12F
9E6882A9,9E68,82A9
9E682107,9E68,2107
9E68CA49,9E68,CA49
9E6880C8,9E68,80C8
020A77EA,020A,77EA
D07C77EA,D07C,77EA
6512314C,6512,314C
4129AD70,4129,AD70
8104AD70,8104,AD70
AD708C68,AD70,8C68
ED0CE12F,ED0C,E12F
508EE12F,508E,E12F
210782A9,2107,82A9
80C82107,80C8,2107
A672CA49,A672,CA49
9FBFCA49,9FBF,CA49
82D380C8,82D3,80C8
2CE080C8,2CE0,80C8
80C8E167,80C8,E167
4AC96FC6,4AC9,6FC6
1F4EE8FF,1F4E,E8FF
13F46FC6,13F4,6FC6
E8FF12BD,E8FF,12BD
B2BE12BD,B2BE,12BD
F20B12BD,F20B,12BD
E05E12BD,E05E,12BD
A938224D,A938,224D
50281CED,5028,1CED
BA9A224D,BA9A,224D
5028870E,5028,870E
57223FF5,5722,3FF5
3138AA29,3138,AA29
2DA23FF5,2DA2,3FF5
5413AA29,5413,AA29
AA299CF3,AA29,9CF3
1CED0D0A,1CED,0D0A
3FF527AC,3FF5,27AC
1CEDD638,1CED,D638
3FF5731B,3FF5,731B
1CEDA5B5,1CED,A5B5
3FF59C3C,3FF5,9C3C
1CED0957,1CED,0957
1CED40E3,1CED,40E3
1CEDAE02,1CED,AE02
1CEDB251,1CED,B251
1CED2177,1CED,2177
913D9CF3,913D,9CF3
1CED862E,1CED,862E
1CED870E,1CED,870E
870EDB72,870E,DB72
870EAE02,870E,AE02
870EF37F,870E,F37F
638327AC,6383,27AC
BB6827AC,BB68,27AC
E91227AC,E912,27AC
8E9C731B,8E9C,731B
33E69C3C,33E6,9C3C
C9BB9C3C,C9BB,9C3C
4DC8EC38,4DC8,EC38
4E7CEC38,4E7C,EC38
EC3836D5,EC38,36D5
EC38B147,EC38,B147
3A5436D5,3A54,36D5
346179EF,3461,79EF
A7A136D5,A7A1,36D5
3461D5E3,3461,D5E3
C9FD58E1,C9FD,58E1
74EF36D5,74EF,36D5
666958E1,6669,58E1
3461B2D7,3461,B2D7
266136D5,2661,36D5
786F36D5,786F,36D5
D5EF79EF,D5EF,79EF
79EFCD1C,79EF,CD1C
FFC536D5,FFC5,36D5
79EFF8BE,79EF,F8BE
3FE936D5,3FE9,36D5
79EF4A85,79EF,4A85
399E36D5,399E,36D5
36D576BF,36D5,76BF
D5E31E73,D5E3,1E73
D20FB147,D20F,B147
D5E36EF8,D5E3,6EF8
4DC8B147,4DC8,B147
D5E3B210,D5E3,B210
D5E37245,D5E3,7245
A4D6B2D7,A4D6,B2D7
EAA2B2D7,EAA2,B2D7
B2D75939,B2D7,5939
B2D7292B,B2D7,292B
B2D73F6D,B2D7,3F6D
B2D7FDC1,B2D7,FDC1
B2D7EDB0,B2D7,EDB0
B2D77271,B2D7,7271
B2D74903,B2D7,4903
B2D7B1B6,B2D7,B1B6
B2D73C09,B2D7,3C09
02CC93DA,02CC,93DA
37FA93DA,37FA,93DA
93DAA694,93DA,A694
96D1A2CD,96D1,A2CD
ABBDC942,ABBD,C942
96D175B5,96D1,75B5
D7A6C942,D7A6,C942
37D9C942,37D9,C942
A2CD8E9A,A2CD,8E9A
591875B5,5918,75B5
75B59058,75B5,9058
0DC229F5,0DC2,29F5
EF8729F5,EF87,29F5
9A7129F5,9A71,29F5
C53229F5,C532,29F5
87BA9600,87BA,9600
3C779600,3C77,9600
96005790,9600,5790
9600BCBE,9600,BCBE
9600103F,9600,103F
23F05790,23F0,5790
CC345790,CC34,5790
5790D438,5790,D438
57904D1E,5790,4D1E
69A3BCBE,69A3,BCBE
D72EBCBE,D72E,BCBE
BCBE66EC,BCBE,66EC
3921103F,3921,103F
F47D103F,F47D,103F
103F0BC0,103F,0BC0
103FFD66,103F,FD66
103F5656,103F,5656
51AD0E55,51AD,0E55
EA0D0E55,EA0D,0E55
0E551A16,0E55,1A16
60221A16,6022,1A16
6D3E1A16,6D3E,1A16
A23E1A16,A23E,1A16
CB8B1A16,CB8B,1A16
F4C61A16,F4C6,1A16
387A1A16,387A,1A16
6C401A16,6C40,1A16
636E1A16,636E,1A16
EAEC1A16,EAEC,1A16
24C71A16,24C7,1A16
1A1685DA,1A16,85DA
1A166D3E,1A16,6D3E
8068952F,8068,952F
E0E55448,E0E5,5448
443D5448,443D,5448
BE405448,BE40,5448
51A27039,51A2,7039
08D42A8B,08D4,2A8B
78802A8B,7880,2A8B
3FDE2A8B,3FDE,2A8B
2A8B07AD,2A8B,07AD
2A8BD342,2A8B,D342
2A8B5531,2A8B,5531
3FDE07AD,3FDE,07AD
B28F07AD,B28F,07AD
07ADD6D5,07AD,D6D5
07AD4D55,07AD,4D55
07AD11A7,07AD,11A7
7C85D342,7C85,D342
BAF5D342,BAF5,D342
